season_year,iso_week,defense_team,opponent_team,position,points_allowed_ppr,points_allowed_halfppr,points_allowed_nonppr
2024,8,14,13,ALL,89.5,77.0,64.5
2024,8,15,12,ALL,91.47999999999999,82.48,73.48
2024,8,16,19,ALL,74.56,62.559999999999995,50.56
2024,8,17,21,ALL,78.0,69.0,60.0
2024,8,18,23,ALL,69.8,59.3,48.8
2024,8,19,16,ALL,95.88,82.38,68.88
2024,8,2,30,ALL,117.5,99.0,80.5
2024,8,20,1,ALL,99.94,87.44,74.94
2024,8,21,17,ALL,113.06,100.56,88.06
2024,8,22,25,ALL,86.82,78.32,69.82
2024,8,23,18,ALL,97.26,87.26,77.26
2024,8,24,27,ALL,83.62,73.62,63.620000000000005
2024,8,25,22,ALL,69.10000000000001,60.1,51.1
2024,8,26,7,ALL,76.6,63.6,50.6
2024,8,27,24,ALL,80.4,68.4,56.4
2024,8,28,4,ALL,110.02,98.02,86.02
2024,8,29,9,ALL,86.9,74.4,61.900000000000006
2024,8,3,8,ALL,109.76,96.25999999999999,82.75999999999999
2024,8,30,2,ALL,115.74000000000001,104.24000000000001,92.74000000000001
2024,8,31,11,ALL,96.69999999999999,89.2,81.7
2024,8,32,6,ALL,56.54,51.54,46.54
2024,8,4,28,ALL,57.38,46.88,36.38
2024,8,5,10,ALL,115.02,100.52,86.02
2024,8,6,32,ALL,93.44,82.94,72.44
2024,8,7,26,ALL,93.04,85.04,77.04
2024,8,8,3,ALL,101.86,90.36,78.86
2024,8,9,29,ALL,98.7,89.7,80.7
2024,9,1,6,ALL,59.28,48.28,37.28
2024,9,10,3,ALL,111.02,103.02,95.02
2024,9,11,12,ALL,79.02,67.52,56.02
2024,9,12,11,ALL,66.7,57.699999999999996,48.699999999999996
2024,9,13,25,ALL,76.2,65.7,55.2
2024,9,14,21,ALL,109.98,95.48,80.98
2024,9,15,26,ALL,109.89999999999999,100.89999999999999,91.89999999999999
2024,9,16,30,ALL,87.3,75.8,64.3
2024,9,17,28,ALL,106.52,96.02,85.52
2024,9,18,8,ALL,57.42,44.92,32.42
2024,9,19,7,ALL,123.14,109.64,96.14
2024,9,2,9,ALL,99.02,83.52,68.02
2024,9,20,4,ALL,95.3,82.8,70.3
2024,9,21,14,ALL,43.86,35.86,27.86
2024,9,22,31,ALL,89.0,79.0,69.0
2024,9,23,5,ALL,67.94,59.940000000000005,51.940000000000005
2024,9,24,32,ALL,85.16,77.66,70.16
2024,9,25,13,ALL,61.940000000000005,56.44,50.94
2024,9,26,15,ALL,53.66,45.66,37.66
2024,9,28,17,ALL,89.62,77.12,64.62
2024,9,3,10,ALL,71.7,61.699999999999996,51.699999999999996
2024,9,30,16,ALL,121.14,104.14,87.14
2024,9,31,22,ALL,80.24,65.74,51.24
2024,9,32,24,ALL,84.48,74.48,64.48
2024,9,4,20,ALL,99.46000000000001,86.96000000000001,74.46000000000001
2024,9,5,23,ALL,86.24,77.24,68.24
2024,9,6,1,ALL,69.86,63.36,56.86
2024,9,7,19,ALL,66.72,56.22,45.72
2024,9,8,18,ALL,97.96,88.96,79.96
2024,9,9,2,ALL,94.1,84.6,75.10000000000001
2024,10,1,25,ALL,49.04,38.04,27.04
2024,10,10,16,ALL,80.94,66.94,52.94
2024,10,11,13,ALL,69.08,59.58,50.08
2024,10,13,11,ALL,75.1,67.6,60.1
2024,10,14,4,ALL,82.7,71.7,60.699999999999996
2024,10,15,21,ALL,67.08,55.58,44.08
2024,10,16,10,ALL,79.9,68.9,57.900000000000006
2024,10,17,20,ALL,67.67999999999999,57.68,47.68
2024,10,18,31,ALL,75.7,66.7,57.7
2024,10,2,23,ALL,77.5,70.0,62.5
2024,10,20,17,ALL,76.12,60.120000000000005,44.120000000000005
2024,10,21,15,ALL,35.14,28.14,21.14
2024,10,22,6,ALL,40.1,32.1,24.1
2024,10,23,2,ALL,94.34,82.84,71.34
2024,10,24,5,ALL,65.58,58.08,50.58
2024,10,25,1,ALL,102.48,91.48,80.48
2024,10,26,9,ALL,25.94,17.439999999999998,8.94
2024,10,27,32,ALL,69.28,60.78,52.28
2024,10,29,30,ALL,61.239999999999995,52.239999999999995,43.24
2024,10,3,7,ALL,142.92,125.92,108.92
2024,10,30,29,ALL,101.92,89.42,76.92
2024,10,31,18,ALL,73.46000000000001,66.46000000000001,59.46
2024,10,32,27,ALL,87.8,80.8,73.8
2024,10,4,14,ALL,88.18,75.18,62.18
2024,10,5,24,ALL,71.3,60.300000000000004,49.3
2024,10,6,22,ALL,63.16,55.66,48.16
2024,10,7,3,ALL,121.5,109.0,96.5
2024,10,9,26,ALL,90.68,83.18,75.67999999999999
2024,11,10,2,ALL,50.58,40.58,30.58
2024,11,11,15,ALL,38.42,29.919999999999998,21.419999999999998
2024,11,12,6,ALL,85.24,73.74,62.239999999999995
2024,11,13,9,ALL,95.96000000000001,79.96,63.96
2024,11,14,25,ALL,83.96,72.96,61.96
2024,11,15,11,ALL,166.2,152.7,139.2
2024,11,16,4,ALL,100.08,86.58,73.08
2024,11,17,22,ALL,96.98,82.48,67.98
2024,11,18,7,ALL,119.84,105.84,91.84
2024,11,19,20,ALL,112.52000000000001,98.52000000000001,84.52000000000001
2024,11,2,10,ALL,125.08,111.58,98.08
2024,11,20,19,ALL,93.48,78.48,63.480000000000004
2024,11,21,31,ALL,69.6,61.1,52.6
2024,11,22,17,ALL,110.0,101.0,92.0
2024,11,23,8,ALL,111.9,96.9,81.9
2024,11,25,14,ALL,87.17999999999999,77.17999999999999,67.18
2024,11,26,32,ALL,72.24,61.24,50.24
2024,11,27,3,ALL,67.38,59.38,51.38
2024,11,28,29,ALL,70.36,59.86000000000001,49.36
2024,11,29,28,ALL,75.34,62.84,50.34
2024,11,3,27,ALL,61.9,50.4,38.9
2024,11,31,21,ALL,83.42,73.92,64.42
2024,11,32,26,ALL,89.74,80.74,71.74
2024,11,4,16,ALL,84.24,72.74000000000001,61.24
2024,11,6,12,ALL,80.14,73.64,67.14
2024,11,7,18,ALL,104.08,95.58,87.08
2024,11,8,23,ALL,114.92,103.92,92.92
2024,11,9,13,ALL,89.08000000000001,77.58,66.08
2024,12,1,28,ALL,72.06,61.059999999999995,50.059999999999995
2024,12,10,19,ALL,84.2,69.2,54.2
2024,12,11,14,ALL,44.18,38.68,33.18
2024,12,12,29,ALL,53.660000000000004,45.160000000000004,36.660000000000004
2024,12,13,31,ALL,92.12,83.12,74.12
2024,12,14,11,ALL,95.36,82.36,69.36
2024,12,16,5,ALL,82.32,71.82,61.32
2024,12,17,26,ALL,87.62,80.62,73.62
2024,12,18,3,ALL,94.28,86.28,78.28
2024,12,19,10,ALL,90.08,77.58,65.08
2024,12,20,22,ALL,67.68,56.68,45.68
2024,12,21,6,ALL,113.39999999999999,97.39999999999999,81.39999999999999
2024,12,22,20,ALL,123.88,109.38,94.88
2024,12,24,30,ALL,102.76,90.76,78.76
2024,12,26,17,ALL,87.32,75.32,63.32
2024,12,27,8,ALL,69.16,60.16,51.16
2024,12,28,1,ALL,68.16,56.160000000000004,44.160000000000004
2024,12,29,12,ALL,90.72,84.22,77.72
2024,12,3,18,ALL,71.82,61.32,50.82
2024,12,30,24,ALL,60.62,49.620000000000005,38.62
2024,12,31,13,ALL,74.58,64.58,54.58
2024,12,32,9,ALL,85.68,73.68,61.68
2024,12,5,16,ALL,111.58,98.08,84.58
2024,12,6,21,ALL,107.66,96.16,84.66
2024,12,8,27,ALL,84.8,74.3,63.800000000000004
2024,12,9,32,ALL,98.0,85.5,73.0
2024,13,1,21,ALL,78.7,68.2,57.7
2024,13,10,8,ALL,145.28,128.28,111.28
2024,13,11,6,ALL,93.64,83.64,73.64
2024,13,12,20,ALL,113.4,94.9,76.4
2024,13,13,15,ALL,90.34,78.33999999999999,66.34
2024,13,14,22,ALL,91.22,79.22,67.22
2024,13,15,13,ALL,83.52,72.52,61.519999999999996
2024,13,16,19,ALL,100.2,88.7,77.2
2024,13,17,23,ALL,74.06,62.06,50.06
2024,13,18,2,ALL,67.9,55.900000000000006,43.900000000000006
2024,13,19,16,ALL,81.48,68.98,56.480000000000004
2024,13,2,18,ALL,40.22,32.22,24.22
2024,13,20,12,ALL,96.76,86.26,75.76
2024,13,21,1,ALL,88.8,73.3,57.8
2024,13,22,14,ALL,63.66,57.660000000000004,51.660000000000004
2024,13,23,17,ALL,81.22,74.22,67.22
2024,13,24,9,ALL,76.7,66.2,55.7
2024,13,25,28,ALL,69.34,59.339999999999996,49.34
2024,13,26,3,ALL,92.78,81.28,69.78
2024,13,27,7,ALL,110.56,96.56,82.56
2024,13,28,25,ALL,71.8,61.3,50.8
2024,13,29,4,ALL,94.02,87.02,80.02
2024,13,3,26,ALL,57.419999999999995,51.919999999999995,46.419999999999995
2024,13,30,5,ALL,89.52,76.52,63.52
2024,13,31,32,ALL,126.54,114.04,101.54
2024,13,32,31,ALL,67.18,58.18,49.18
2024,13,4,29,ALL,39.86,34.36,28.86
2024,13,5,30,ALL,90.8,79.8,68.8
2024,13,6,11,ALL,89.64,79.14,68.64
2024,13,7,27,ALL,131.96,117.46,102.96
2024,13,8,10,ALL,87.75999999999999,78.76,69.76
2024,13,9,24,ALL,64.74,54.739999999999995,44.739999999999995
2024,14,1,28,ALL,96.22,84.22,72.22
2024,14,11,12,ALL,76.74,70.74,64.74
2024,14,12,11,ALL,116.86,100.86,84.86
2024,14,15,31,ALL,55.12,45.62,36.12
2024,14,16,18,ALL,76.22,65.72,55.22
2024,14,17,4,ALL,128.18,117.18,106.18
2024,14,18,16,ALL,73.0,61.0,49.0
2024,14,19,30,ALL,104.5,95.5,86.5
2024,14,2,21,ALL,138.08,127.08,116.08
2024,14,20,25,ALL,98.75999999999999,85.25999999999999,71.75999999999999
2024,14,21,2,ALL,93.56,82.06,70.56
2024,14,23,24,ALL,67.98,57.480000000000004,46.980000000000004
2024,14,24,23,ALL,73.66,63.66,53.660000000000004
2024,14,25,20,ALL,109.74,93.24,76.74000000000001
2024,14,26,5,ALL,71.53999999999999,62.04,52.54
2024,14,27,8,ALL,81.34,69.34,57.34
2024,14,28,1,ALL,89.36,76.86,64.36
2024,14,29,6,ALL,62.4,53.400000000000006,44.4
2024,14,30,19,ALL,62.8,51.3,39.8
2024,14,31,15,ALL,62.900000000000006,51.4,39.9
2024,14,4,17,ALL,120.8,109.3,97.8
2024,14,5,26,ALL,76.62,69.62,62.62
2024,14,6,29,ALL,114.2,104.2,94.2
2024,14,7,9,ALL,75.22,67.22,59.22
2024,14,8,27,ALL,73.42,65.92,58.42
2024,14,9,7,ALL,120.76,104.26,87.76
2024,15,1,22,ALL,69.94,60.44,50.94
2024,15,10,14,ALL,55.760000000000005,47.260000000000005,38.760000000000005
2024,15,11,4,ALL,137.38,125.88,114.38
2024,15,12,28,ALL,54.22,44.22,34.22
2024,15,13,20,ALL,64.58,50.08,35.58
2024,15,14,10,ALL,69.4,59.4,49.4
2024,15,15,25,ALL,103.0,95.0,87.0
2024,15,16,8,ALL,52.86,42.86,32.86
2024,15,17,29,ALL,38.18,31.18,24.18
2024,15,18,30,ALL,120.61999999999999,109.61999999999999,98.61999999999999
2024,15,19,2,ALL,51.480000000000004,45.980000000000004,40.480000000000004
2024,15,2,19,ALL,62.62,51.12,39.62
2024,15,20,13,ALL,58.54,49.54,40.54
2024,15,21,6,ALL,65.74,56.239999999999995,46.74
2024,15,22,1,ALL,91.78,79.28,66.78
2024,15,23,32,ALL,91.1,78.6,66.1
2024,15,24,3,ALL,126.60000000000001,116.10000000000001,105.6
2024,15,25,15,ALL,101.76,86.26,70.76
2024,15,26,27,ALL,45.72,38.72,31.72
2024,15,27,26,ALL,102.7,90.2,77.7
2024,15,28,12,ALL,90.06,80.06,70.06
2024,15,29,17,ALL,52.599999999999994,44.6,36.6
2024,15,3,24,ALL,68.24,57.24,46.24
2024,15,30,18,ALL,69.06,58.06,47.06
2024,15,31,7,ALL,104.04,91.04,78.04
2024,15,32,23,ALL,67.17999999999999,60.18,53.18
2024,15,4,11,ALL,163.85999999999999,144.86,125.86
2024,15,5,9,ALL,97.46000000000001,88.46000000000001,79.46
2024,15,6,21,ALL,87.74,75.74,63.74
2024,15,7,31,ALL,98.92,84.42,69.92
2024,15,8,16,ALL,85.26,74.76,64.26
2024,15,9,5,ALL,63.66,54.16,44.66
2024,16,1,5,ALL,101.42,92.92,84.42
2024,16,10,18,ALL,104.6,93.1,81.6
2024,16,11,6,ALL,95.06,82.06,69.06
2024,16,12,23,ALL,39.12,31.62,24.12
2024,16,13,16,ALL,98.8,84.8,70.8
2024,16,14,31,ALL,90.78,79.28,67.78
2024,16,15,19,ALL,78.88,66.88,54.88
2024,16,16,13,ALL,81.56,70.06,58.56
2024,16,17,25,ALL,79.34,65.34,51.34
2024,16,18,10,ALL,102.82,88.32,73.82
2024,16,19,15,ALL,78.78,66.28,53.78
2024,16,2,24,ALL,59.9,48.9,37.9
2024,16,20,29,ALL,96.52,83.52,70.52
2024,16,21,28,ALL,106.66,91.16,75.66
2024,16,22,4,ALL,69.76,61.76,53.76
2024,16,23,12,ALL,94.04,85.54,77.03999999999999
2024,16,24,2,ALL,68.98,59.980000000000004,50.980000000000004
2024,16,25,17,ALL,57.5,50.5,43.5
2024,16,26,32,ALL,111.22,99.22,87.22
2024,16,27,3,ALL,93.98,86.48,78.98
2024,16,28,21,ALL,94.54,83.54,72.54
2024,16,29,20,ALL,84.8,73.8,62.8
2024,16,3,27,ALL,78.08,67.08,56.08
2024,16,30,9,ALL,86.12,73.12,60.12
2024,16,31,14,ALL,90.83999999999999,87.33999999999999,83.83999999999999
2024,16,32,26,ALL,75.46,67.96000000000001,60.46
2024,16,4,22,ALL,90.7,79.7,68.7
2024,16,5,1,ALL,86.88,76.88,66.88
2024,16,6,11,ALL,120.64,109.14,97.64
2024,16,7,8,ALL,56.86,46.86,36.86
2024,16,8,7,ALL,97.88,86.38,74.88
2024,16,9,30,ALL,109.66,94.16,78.66
2024,17,1,17,ALL,56.66,48.16,39.66
2024,17,10,7,ALL,140.2,121.2,102.2
2024,17,11,29,ALL,133.46,118.46,103.46
2024,17,12,21,ALL,118.68,102.18,85.68
2024,17,13,3,ALL,93.86,88.36,82.86
2024,17,14,24,ALL,114.82000000000001,106.32,97.82
2024,17,15,31,ALL,69.22,59.72,50.22
2024,17,16,27,ALL,71.9,60.4,48.9
2024,17,17,1,ALL,95.94,79.44,62.94
2024,17,18,22,ALL,46.7,40.2,33.7
2024,17,19,23,ALL,64.62,54.62,44.62
2024,17,2,32,ALL,111.38,99.38,87.38
2024,17,20,8,ALL,55.2,43.2,31.200000000000003
2024,17,21,12,ALL,75.3,65.8,56.3
2024,17,22,18,ALL,116.04,103.04,90.04
2024,17,23,19,ALL,89.62,79.62,69.62
2024,17,24,14,ALL,110.8,97.8,84.8
2024,17,25,4,ALL,103.84,95.34,86.84
2024,17,26,9,ALL,51.42,43.42,35.42
2024,17,27,16,ALL,116.7,102.2,87.7
2024,17,28,6,ALL,38.72,30.72,22.72
2024,17,29,11,ALL,119.88,106.88,93.88
2024,17,3,13,ALL,48.54,39.54,30.54
2024,17,30,5,ALL,65.78,58.28,50.78
2024,17,31,15,ALL,71.56,64.06,56.56
2024,17,32,2,ALL,82.82000000000001,73.32000000000001,63.82
2024,17,4,25,ALL,75.92,64.42,52.92
2024,17,5,30,ALL,147.76,134.26,120.76
2024,17,6,28,ALL,49.6,41.1,32.6
2024,17,7,10,ALL,94.96,82.96,70.96
2024,17,8,20,ALL,76.89999999999999,65.9,54.9
2024,17,9,26,ALL,94.62,88.12,81.61999999999999
2024,18,1,29,ALL,108.94,94.44,79.94
2024,18,10,16,ALL,26.22,21.22,16.22
2024,18,11,21,ALL,53.24,44.24,35.24
2024,18,12,6,ALL,60.58,50.08,39.58
2024,18,13,31,ALL,66.8,58.800000000000004,50.8
2024,18,14,15,ALL,76.66,66.66,56.660000000000004
2024,18,15,14,ALL,93.66,82.16,70.66
2024,18,16,10,ALL,132.74,119.74000000000001,106.74000000000001
2024,18,17,28,ALL,103.82000000000001,93.82000000000001,83.82000000000001
2024,18,18,19,ALL,78.4,65.9,53.4
2024,18,19,18,ALL,116.14,102.14,88.14
2024,18,2,5,ALL,127.3,114.3,101.3
2024,18,20,25,ALL,113.66,102.16,90.66
2024,18,21,11,ALL,101.14,87.64,74.14
2024,18,22,4,ALL,65.48,56.480000000000004,47.480000000000004
2024,18,23,30,ALL,94.14,83.64,73.14
2024,18,24,26,ALL,89.75999999999999,76.26,62.76
2024,18,25,20,ALL,78.56,66.06,53.56
2024,18,26,24,ALL,58.32,47.32,36.32
2024,18,27,7,ALL,90.58,72.08,53.58
2024,18,28,17,ALL,100.16,86.66,73.16
2024,18,29,1,ALL,123.78,111.28,98.78
2024,18,3,8,ALL,55.220000000000006,46.22,37.22
2024,18,30,23,ALL,76.0,63.0,50.0
2024,18,31,13,ALL,77.42,68.42,59.419999999999995
2024,18,32,9,ALL,75.16,65.16,55.160000000000004
2024,18,4,22,ALL,77.44,66.44,55.44
2024,18,5,2,ALL,123.38000000000001,112.88000000000001,102.38
2024,18,6,12,ALL,68.34,60.34,52.34
2024,18,7,27,ALL,61.260000000000005,52.760000000000005,44.26
2024,18,8,3,ALL,100.38,92.38,84.38
2024,18,9,32,ALL,86.16,75.66,65.16
