season_year,iso_week,defense_team,opponent_team,position,points_allowed_ppr,points_allowed_halfppr,points_allowed_nonppr
2024,14,23,24,RB/WR/TE,55.0,44.5,34.0
2024,14,24,23,QB,11.760000000000002,11.760000000000002,11.760000000000002
2024,14,24,23,RB/WR/TE,61.9,51.9,41.9
2024,14,25,20,QB,21.54,21.54,21.54
2024,14,25,20,RB/WR/TE,88.2,71.7,55.2
2024,14,26,5,QB,12.54,12.54,12.54
2024,14,26,5,RB/WR/TE,59.0,49.5,40.0
2024,14,27,8,QB,15.64,15.64,15.64
2024,14,27,8,RB/WR/TE,65.7,53.7,41.7
2024,14,28,1,QB,15.96,15.96,15.96
2024,14,28,1,RB/WR/TE,73.4,60.9,48.4
2024,14,29,6,QB,14.3,14.3,14.3
2024,14,29,6,RB/WR/TE,48.1,39.1,30.1
2024,14,30,19,QB,10.899999999999999,10.899999999999999,10.899999999999999
2024,14,30,19,RB/WR/TE,51.9,40.4,28.900000000000002
2024,14,31,15,QB,5.1,5.1,5.1
2024,14,31,15,RB/WR/TE,57.800000000000004,46.3,34.8
2024,14,4,17,QB,20.8,20.8,20.8
2024,14,4,17,RB/WR/TE,100.0,88.5,77.0
2024,14,5,26,QB,24.22,24.22,24.22
2024,14,5,26,RB/WR/TE,52.4,45.4,38.4
2024,14,6,29,QB,19.7,19.7,19.7
2024,14,6,29,RB/WR/TE,94.5,84.5,74.5
2024,14,7,9,QB,13.82,13.82,13.82
2024,14,7,9,RB/WR/TE,61.4,53.4,45.4
2024,14,8,27,QB,16.02,16.02,16.02
2024,14,8,27,RB/WR/TE,57.4,49.9,42.4
2024,14,9,7,QB,24.76,24.76,24.76
2024,14,9,7,RB/WR/TE,96.0,79.5,63.0
2024,15,1,22,QB,16.64,16.64,16.64
2024,15,1,22,RB/WR/TE,53.300000000000004,43.8,34.3
2024,15,10,14,QB,14.46,13.96,13.46
2024,15,10,14,RB/WR/TE,41.3,33.3,25.3
2024,15,11,4,QB,40.48,40.48,40.48
2024,15,11,4,RB/WR/TE,96.9,85.4,73.9
2024,15,12,28,QB,3.62,3.62,3.62
2024,15,12,28,RB/WR/TE,50.6,40.6,30.6
2024,15,13,20,QB,3.88,3.88,3.88
2024,15,13,20,RB/WR/TE,60.699999999999996,46.2,31.7
2024,15,14,10,QB,13.3,13.3,13.3
2024,15,14,10,RB/WR/TE,56.1,46.1,36.1
2024,15,15,25,QB,28.1,28.1,28.1
2024,15,15,25,RB/WR/TE,74.89999999999999,66.89999999999999,58.9
2024,15,16,8,QB,0.86,0.86,0.86
2024,15,16,8,RB/WR/TE,52.0,42.0,32.0
2024,15,17,29,QB,3.98,3.98,3.98
2024,15,17,29,RB/WR/TE,34.2,27.2,20.2
2024,15,18,30,QB,28.02,28.02,28.02
2024,15,18,30,RB/WR/TE,92.6,81.6,70.6
2024,15,19,2,QB,6.48,6.48,6.48
2024,15,19,2,RB/WR/TE,45.0,39.5,34.0
2024,15,2,19,QB,11.12,11.12,11.12
2024,15,2,19,RB/WR/TE,51.5,40.0,28.5
2024,15,20,13,QB,11.24,11.24,11.24
2024,15,20,13,RB/WR/TE,47.3,38.3,29.299999999999997
2024,15,21,6,QB,10.24,10.24,10.24
2024,15,21,6,RB/WR/TE,55.5,46.0,36.5
2024,15,22,1,QB,16.18,16.18,16.18
2024,15,22,1,RB/WR/TE,75.6,63.1,50.6
2024,15,23,32,QB,23.5,23.5,23.5
2024,15,23,32,RB/WR/TE,67.6,55.099999999999994,42.599999999999994
2024,15,24,3,QB,36.6,36.6,36.6
2024,15,24,3,RB/WR/TE,90.0,79.5,69.0
2024,15,25,15,QB,18.46,18.46,18.46
2024,15,25,15,RB/WR/TE,83.3,67.8,52.3
2024,15,26,27,QB,9.22,9.22,9.22
2024,15,26,27,RB/WR/TE,36.5,29.5,22.5
2024,15,27,26,QB,28.1,28.1,28.1
2024,15,27,26,RB/WR/TE,74.6,62.1,49.6
2024,15,28,12,QB,17.56,17.56,17.56
2024,15,28,12,RB/WR/TE,72.5,62.5,52.5
2024,15,29,17,QB,8.2,8.2,8.2
2024,15,29,17,RB/WR/TE,44.400000000000006,36.4,28.4
2024,15,3,24,QB,9.540000000000001,9.540000000000001,9.540000000000001
2024,15,3,24,RB/WR/TE,58.699999999999996,47.699999999999996,36.699999999999996
2024,15,30,18,QB,13.96,13.96,13.96
2024,15,30,18,RB/WR/TE,55.1,44.1,33.1
2024,15,31,7,QB,24.04,23.54,23.04
2024,15,31,7,RB/WR/TE,80.0,67.5,55.0
2024,15,32,23,QB,9.94,9.94,9.94
2024,15,32,23,RB/WR/TE,57.24,50.239999999999995,43.239999999999995
2024,15,4,11,QB,40.46,40.46,40.46
2024,15,4,11,RB/WR/TE,123.4,104.39999999999999,85.39999999999999
2024,15,5,9,QB,19.36,19.36,19.36
2024,15,5,9,RB/WR/TE,78.10000000000001,69.1,60.1
2024,15,6,21,QB,11.24,11.24,11.24
2024,15,6,21,RB/WR/TE,76.5,64.5,52.5
2024,15,7,31,QB,11.120000000000001,11.120000000000001,11.120000000000001
2024,15,7,31,RB/WR/TE,87.8,73.3,58.8
2024,15,8,16,QB,16.560000000000002,16.560000000000002,16.560000000000002
2024,15,8,16,RB/WR/TE,68.7,58.2,47.7
2024,15,9,5,QB,11.96,11.96,11.96
2024,15,9,5,RB/WR/TE,51.699999999999996,42.199999999999996,32.699999999999996
2024,16,1,5,QB,27.12,27.12,27.12
2024,16,1,5,RB/WR/TE,74.3,65.8,57.300000000000004
2024,16,10,18,QB,20.2,20.2,20.2
2024,16,10,18,RB/WR/TE,84.4,72.9,61.4
2024,16,11,6,QB,22.76,22.76,22.76
2024,16,11,6,RB/WR/TE,72.3,59.300000000000004,46.300000000000004
2024,16,12,23,QB,4.92,4.92,4.92
2024,16,12,23,RB/WR/TE,34.2,26.7,19.2
2024,16,13,16,QB,23.7,23.7,23.7
2024,16,13,16,RB/WR/TE,75.1,61.1,47.1
2024,16,14,31,QB,12.38,12.38,12.38
2024,16,14,31,RB/WR/TE,78.4,66.89999999999999,55.4
2024,16,15,19,QB,11.48,11.48,11.48
2024,16,15,19,RB/WR/TE,67.39999999999999,55.4,43.4
2024,16,16,13,QB,16.16,16.16,16.16
2024,16,16,13,RB/WR/TE,65.4,53.900000000000006,42.4
2024,16,17,25,QB,12.84,12.84,12.84
2024,16,17,25,RB/WR/TE,66.5,52.5,38.5
2024,16,18,10,QB,21.02,21.02,21.02
2024,16,18,10,RB/WR/TE,81.8,67.3,52.8
2024,16,19,15,QB,13.88,13.88,13.88
2024,16,19,15,RB/WR/TE,64.89999999999999,52.4,39.9
2024,16,2,24,QB,6.5,6.5,6.5
2024,16,2,24,RB/WR/TE,53.4,42.4,31.400000000000002
2024,16,20,29,QB,21.12,21.12,21.12
2024,16,20,29,RB/WR/TE,75.4,62.4,49.4
2024,16,21,28,QB,21.259999999999998,21.259999999999998,21.259999999999998
2024,16,21,28,RB/WR/TE,85.4,69.9,54.4
2024,16,22,4,QB,11.16,11.16,11.16
2024,16,22,4,RB/WR/TE,58.6,50.6,42.6
2024,16,23,12,QB,12.64,12.64,12.64
2024,16,23,12,RB/WR/TE,81.4,72.9,64.39999999999999
2024,16,24,2,QB,6.38,6.38,6.38
2024,16,24,2,RB/WR/TE,62.6,53.6,44.6
2024,16,25,17,QB,6.0,6.0,6.0
2024,16,25,17,RB/WR/TE,51.5,44.5,37.5
2024,16,26,32,QB,34.42,34.42,34.42
2024,16,26,32,RB/WR/TE,76.8,64.8,52.8
2024,16,27,3,QB,20.48,20.48,20.48
2024,16,27,3,RB/WR/TE,73.5,66.0,58.5
2024,16,28,21,QB,22.94,22.94,22.94
2024,16,28,21,RB/WR/TE,71.6,60.6,49.6
2024,16,29,20,QB,12.5,12.5,12.5
2024,16,29,20,RB/WR/TE,72.3,61.3,50.3
2024,16,3,27,QB,13.38,13.38,13.38
2024,16,3,27,RB/WR/TE,64.7,53.7,42.7
2024,16,30,9,QB,15.32,15.32,15.32
2024,16,30,9,RB/WR/TE,70.8,57.8,44.8
2024,16,31,14,QB,20.24,20.24,20.24
2024,16,31,14,RB/WR/TE,70.6,67.1,63.599999999999994
2024,16,32,26,QB,11.559999999999999,11.559999999999999,11.559999999999999
2024,16,32,26,RB/WR/TE,63.9,56.4,48.9
2024,16,4,22,QB,17.4,17.4,17.4
2024,16,4,22,RB/WR/TE,73.3,62.300000000000004,51.3
2024,16,5,1,QB,20.38,20.38,20.38
2024,16,5,1,RB/WR/TE,66.5,56.5,46.5
2024,16,6,11,QB,25.34,25.34,25.34
2024,16,6,11,RB/WR/TE,95.3,83.8,72.3
2024,16,7,8,QB,6.56,6.56,6.56
2024,16,7,8,RB/WR/TE,50.3,40.3,30.3
2024,16,8,7,QB,21.88,21.88,21.88
2024,16,8,7,RB/WR/TE,76.0,64.5,53.0
2024,16,9,30,QB,20.56,20.56,20.56
2024,16,9,30,RB/WR/TE,89.1,73.6,58.1
2024,17,1,17,QB,9.16,9.16,9.16
2024,17,1,17,RB/WR/TE,47.5,39.0,30.5
2024,17,10,7,QB,36.6,36.6,36.6
2024,17,10,7,RB/WR/TE,103.6,84.6,65.6
2024,17,11,29,QB,38.46,38.46,38.46
2024,17,11,29,RB/WR/TE,95.0,80.0,65.0
2024,17,12,21,QB,22.78,22.78,22.78
2024,17,12,21,RB/WR/TE,95.9,79.4,62.9
2024,17,13,3,QB,30.060000000000002,30.060000000000002,30.060000000000002
2024,17,13,3,RB/WR/TE,63.8,58.3,52.8
2024,17,14,24,QB,34.62,34.62,34.62
2024,17,14,24,RB/WR/TE,80.2,71.7,63.2
2024,17,15,31,QB,12.02,12.02,12.02
2024,17,15,31,RB/WR/TE,57.2,47.7,38.2
2024,17,16,27,QB,15.600000000000001,15.600000000000001,15.600000000000001
2024,17,16,27,RB/WR/TE,56.3,44.8,33.3
2024,17,17,1,QB,16.04,16.04,16.04
2024,17,17,1,RB/WR/TE,79.9,63.4,46.9
2024,17,18,22,QB,10.3,10.3,10.3
2024,17,18,22,RB/WR/TE,36.4,29.9,23.4
2024,17,19,23,QB,13.32,13.32,13.32
2024,17,19,23,RB/WR/TE,51.3,41.3,31.3
2024,17,2,32,QB,31.279999999999998,31.279999999999998,31.279999999999998
2024,17,2,32,RB/WR/TE,80.1,68.1,56.1
2024,17,20,8,QB,3.8,3.8,3.8
2024,17,20,8,RB/WR/TE,51.4,39.4,27.4
2024,17,21,12,QB,12.0,12.0,12.0
2024,17,21,12,RB/WR/TE,63.300000000000004,53.800000000000004,44.3
2024,17,22,18,QB,25.740000000000002,25.740000000000002,25.740000000000002
2024,17,22,18,RB/WR/TE,90.3,77.3,64.3
2024,17,23,19,QB,17.62,17.62,17.62
2024,17,23,19,RB/WR/TE,72.0,62.0,52.0
2024,17,24,14,QB,15.3,15.3,15.3
2024,17,24,14,RB/WR/TE,95.5,82.5,69.5
2024,17,25,4,QB,29.14,29.14,29.14
2024,17,25,4,RB/WR/TE,74.7,66.2,57.7
2024,17,26,9,QB,6.22,6.22,6.22
2024,17,26,9,RB/WR/TE,45.2,37.2,29.2
2024,17,27,16,QB,26.0,26.0,26.0
2024,17,27,16,RB/WR/TE,90.7,76.2,61.7
2024,17,28,6,QB,5.82,5.82,5.82
2024,17,28,6,RB/WR/TE,32.9,24.9,16.9
2024,17,29,11,QB,22.18,22.18,22.18
2024,17,29,11,RB/WR/TE,97.7,84.7,71.7
2024,17,3,13,QB,6.34,6.34,6.34
2024,17,3,13,RB/WR/TE,42.2,33.2,24.2
2024,17,30,5,QB,16.48,16.48,16.48
2024,17,30,5,RB/WR/TE,49.3,41.8,34.3
2024,17,31,15,QB,16.86,16.86,16.86
2024,17,31,15,RB/WR/TE,54.7,47.2,39.7
2024,17,32,2,QB,11.22,11.22,11.22
2024,17,32,2,RB/WR/TE,71.6,62.1,52.6
2024,17,4,25,QB,13.12,13.12,13.12
2024,17,4,25,RB/WR/TE,62.8,51.3,39.8
2024,17,5,30,QB,34.36,34.36,34.36
2024,17,5,30,RB/WR/TE,113.39999999999999,99.9,86.4
2024,17,6,28,QB,8.3,8.3,8.3
2024,17,6,28,RB/WR/TE,41.3,32.8,24.3
2024,17,7,10,QB,21.86,21.86,21.86
2024,17,7,10,RB/WR/TE,73.1,61.099999999999994,49.1
2024,17,8,20,QB,24.2,24.2,24.2
2024,17,8,20,RB/WR/TE,52.7,41.7,30.7
2024,17,9,26,QB,26.919999999999998,26.919999999999998,26.919999999999998
2024,17,9,26,RB/WR/TE,67.7,61.2,54.699999999999996
2024,18,1,29,QB,22.94,22.94,22.94
2024,18,1,29,RB/WR/TE,86.0,71.5,57.0
2024,18,10,16,QB,3.92,3.92,3.92
2024,18,10,16,RB/WR/TE,22.3,17.3,12.299999999999999
2024,18,11,21,QB,7.64,7.64,7.64
2024,18,11,21,RB/WR/TE,45.6,36.6,27.6
2024,18,12,6,QB,9.08,9.08,9.08
2024,18,12,6,RB/WR/TE,51.5,41.0,30.5
2024,18,13,31,QB,13.100000000000001,13.100000000000001,13.100000000000001
2024,18,13,31,RB/WR/TE,53.7,45.7,37.7
2024,18,14,15,QB,12.46,12.46,12.46
2024,18,14,15,RB/WR/TE,64.2,54.2,44.2
2024,18,15,14,QB,14.56,14.56,14.56
2024,18,15,14,RB/WR/TE,79.1,67.6,56.099999999999994
2024,18,16,10,QB,33.34,33.34,33.34
2024,18,16,10,RB/WR/TE,99.4,86.4,73.4
2024,18,17,28,QB,26.32,26.32,26.32
2024,18,17,28,RB/WR/TE,77.5,67.5,57.5
2024,18,18,19,QB,16.3,16.3,16.3
2024,18,18,19,RB/WR/TE,62.1,49.6,37.1
2024,18,19,18,QB,26.04,26.04,26.04
2024,18,19,18,RB/WR/TE,90.1,76.1,62.1
2024,18,2,5,QB,36.44,36.44,36.44
2024,18,2,5,RB/WR/TE,90.86,77.86,64.86
2024,18,20,25,QB,24.96,24.96,24.96
2024,18,20,25,RB/WR/TE,88.7,77.2,65.7
2024,18,21,11,QB,9.24,9.24,9.24
2024,18,21,11,RB/WR/TE,91.89999999999999,78.39999999999999,64.89999999999999
2024,18,22,4,QB,10.48,10.48,10.48
2024,18,22,4,RB/WR/TE,55.0,46.0,37.0
2024,18,23,30,QB,21.64,21.64,21.64
2024,18,23,30,RB/WR/TE,72.5,62.0,51.5
2024,18,24,26,QB,18.86,18.86,18.86
2024,18,24,26,RB/WR/TE,70.89999999999999,57.4,43.9
2024,18,25,20,QB,8.76,8.76,8.76
2024,18,25,20,RB/WR/TE,69.80000000000001,57.300000000000004,44.800000000000004
2024,18,26,24,QB,7.52,7.52,7.52
2024,18,26,24,RB/WR/TE,50.800000000000004,39.800000000000004,28.8
2024,18,27,7,QB,12.98,12.98,12.98
2024,18,27,7,RB/WR/TE,77.60000000000001,59.1,40.6
2024,18,28,17,QB,19.86,19.86,19.86
2024,18,28,17,RB/WR/TE,80.3,66.8,53.3
2024,18,29,1,QB,28.08,28.08,28.08
2024,18,29,1,RB/WR/TE,95.7,83.2,70.7
2024,18,3,8,QB,7.82,7.82,7.82
2024,18,3,8,RB/WR/TE,47.400000000000006,38.4,29.4
2024,18,30,23,QB,14.7,14.7,14.7
2024,18,30,23,RB/WR/TE,61.3,48.3,35.3
2024,18,31,13,QB,12.219999999999999,12.219999999999999,12.219999999999999
2024,18,31,13,RB/WR/TE,65.2,56.199999999999996,47.199999999999996
2024,18,32,9,QB,12.36,12.36,12.36
2024,18,32,9,RB/WR/TE,62.8,52.800000000000004,42.800000000000004
2024,18,4,22,QB,19.24,19.24,19.24
2024,18,4,22,RB/WR/TE,58.2,47.2,36.199999999999996
2024,18,5,2,QB,24.98,24.98,24.98
2024,18,5,2,RB/WR/TE,98.4,87.9,77.4
2024,18,6,12,QB,5.74,5.74,5.74
2024,18,6,12,RB/WR/TE,62.6,54.6,46.6
2024,18,7,27,QB,11.56,11.56,11.56
2024,18,7,27,RB/WR/TE,49.7,41.2,32.7
2024,18,8,3,QB,23.38,23.38,23.38
2024,18,8,3,RB/WR/TE,77.0,69.0,61.0
2024,18,9,32,QB,30.259999999999998,30.259999999999998,30.259999999999998
2024,18,9,32,RB/WR/TE,55.9,45.4,34.9
2024,1,1,4,ALL,94.88,85.88,76.88
2024,1,10,28,ALL,76.64,67.64,58.64
2024,1,11,17,ALL,100.68,83.68,66.68
2024,1,12,26,ALL,99.32000000000001,89.32000000000001,79.32
2024,1,13,14,ALL,79.08,74.58,70.08
2024,1,14,13,ALL,104.26,92.26,80.26
2024,1,15,20,ALL,94.42,82.92,71.42
2024,1,16,3,ALL,96.72,83.72,70.72
2024,1,17,11,ALL,84.67999999999999,75.67999999999999,66.67999999999999
2024,1,18,19,ALL,73.08,60.58,48.08
2024,1,19,18,ALL,70.76,62.26,53.76
2024,1,2,27,ALL,53.36,44.86,36.36
2024,1,20,15,ALL,61.48,55.48,49.48
2024,1,21,24,ALL,52.24,41.24,30.240000000000002
2024,1,22,7,ALL,54.96,44.46,33.96
2024,1,23,5,ALL,41.34,34.84,28.34
2024,1,24,21,ALL,81.22,71.72,62.22
2024,1,25,29,ALL,81.94,72.44,62.94
2024,1,26,12,ALL,93.7,85.2,76.7
2024,1,27,2,ALL,50.6,42.6,34.6
2024,1,28,10,ALL,55.46,42.46,29.46
2024,1,29,25,ALL,76.36,66.86,57.36
2024,1,3,16,ALL,87.94,77.94,67.94
2024,1,30,32,ALL,75.68,67.18,58.68
2024,1,31,6,ALL,35.42,28.42,21.42
2024,1,32,30,ALL,116.92,104.92,92.92
2024,1,4,1,ALL,70.08,59.58,49.08
2024,1,5,23,ALL,107.0,97.5,88.0
2024,1,6,31,ALL,60.78,51.28,41.78
2024,1,7,22,ALL,54.94,47.44,39.94
2024,1,8,9,ALL,71.46,61.96,52.46
2024,1,9,8,ALL,68.96,56.96,44.96
2024,2,1,17,ALL,58.54,49.04,39.54
2024,2,10,27,ALL,53.68,47.18,40.68
2024,2,11,30,ALL,58.9,52.9,46.9
2024,2,12,14,ALL,63.56,55.06,46.56
2024,2,13,6,ALL,56.6,45.1,33.6
2024,2,14,12,ALL,64.28,58.28,52.28
2024,2,15,8,ALL,67.54,56.54,45.54
2024,2,16,7,ALL,84.52,73.02,61.52
2024,2,17,1,ALL,117.94,109.44,100.94
2024,2,18,5,ALL,36.76,27.76,18.759999999999998
2024,2,19,3,ALL,84.88,74.38,63.88
2024,2,2,26,ALL,82.56,71.06,59.559999999999995
2024,2,20,4,ALL,65.25999999999999,58.76,52.26
2024,2,21,29,ALL,94.86,80.86,66.86
2024,2,22,28,ALL,99.38,82.88,66.38
2024,2,23,9,ALL,82.52,68.52,54.52
2024,2,24,32,ALL,76.28,64.78,53.28
2024,2,25,31,ALL,70.88,61.379999999999995,51.879999999999995
2024,2,26,2,ALL,88.94,78.94,68.94
2024,2,27,10,ALL,56.56,46.56,36.56
2024,2,28,22,ALL,70.36,62.86,55.36
2024,2,29,21,ALL,85.12,76.62,68.12
2024,2,3,19,ALL,85.34,70.34,55.339999999999996
2024,2,30,11,ALL,92.88,75.88,58.88
2024,2,31,25,ALL,78.74,69.74,60.74
2024,2,32,24,ALL,77.92,69.92,61.92
2024,2,4,20,ALL,74.4,61.9,49.4
2024,2,5,18,ALL,76.1,69.1,62.1
2024,2,6,13,ALL,74.89999999999999,63.4,51.9
2024,2,7,16,ALL,68.03999999999999,59.04,50.04
2024,2,8,15,ALL,63.5,56.5,49.5
2024,2,9,23,ALL,106.02,100.52,95.02
2024,3,1,11,ALL,85.76,76.76,67.76
2024,3,10,30,ALL,63.34,50.84,38.34
2024,3,11,1,ALL,65.68,55.18,44.68
2024,3,12,31,ALL,79.7,66.7,53.7
2024,3,13,21,ALL,94.14,85.64,77.14
2024,3,14,6,ALL,104.12,87.62,71.12
2024,3,15,4,ALL,125.44,113.44,101.44
2024,3,16,2,ALL,73.9,63.9,53.9
2024,3,17,29,ALL,102.2,91.2,80.2
2024,3,18,27,ALL,84.7,72.2,59.699999999999996
2024,3,19,5,ALL,119.76,106.76,93.76
2024,3,2,16,ALL,87.18,74.18,61.18
2024,3,20,28,ALL,93.19999999999999,80.19999999999999,67.19999999999999
2024,3,21,13,ALL,80.78,66.78,52.78
2024,3,22,25,ALL,105.64,92.14,78.64
2024,3,23,26,ALL,98.16,83.66,69.16
2024,3,24,8,ALL,71.34,60.84,50.34
2024,3,25,22,ALL,39.2,31.200000000000003,23.2
2024,3,26,23,ALL,50.78,43.78,36.78
2024,3,27,18,ALL,50.96,43.96,36.96
2024,3,28,20,ALL,53.24,43.24,33.24
2024,3,29,17,ALL,78.46,70.46,62.46
2024,3,3,9,ALL,110.16,96.16,82.16
2024,3,30,10,ALL,79.4,66.9,54.4
2024,3,31,12,ALL,77.88,71.38,64.88
2024,3,32,7,ALL,122.75999999999999,108.26,93.76
2024,3,4,15,ALL,69.2,56.2,43.2
2024,3,5,19,ALL,97.94,84.44,70.94
2024,3,6,14,ALL,62.38,57.38,52.38
2024,3,7,32,ALL,105.36,94.86,84.36
2024,3,8,24,ALL,92.74000000000001,80.74000000000001,68.74000000000001
2024,3,9,3,ALL,92.88,86.88000000000001,80.88000000000001
2024,4,1,32,ALL,112.22,99.22,86.22
2024,4,10,25,ALL,55.96,44.46,32.96
2024,4,11,28,ALL,129.12,110.12,91.12
2024,4,12,21,ALL,99.67999999999999,90.17999999999999,80.67999999999999
2024,4,13,15,ALL,79.14,70.14,61.14
2024,4,14,27,ALL,94.03999999999999,83.53999999999999,73.03999999999999
2024,4,15,13,ALL,113.10000000000001,99.60000000000001,86.1
2024,4,16,18,ALL,56.559999999999995,48.559999999999995,40.559999999999995
2024,4,17,6,ALL,74.5,66.0,57.5
2024,4,18,16,ALL,75.4,65.9,56.4
2024,4,19,8,ALL,65.84,53.84,41.84
2024,4,2,23,ALL,90.56,76.56,62.559999999999995
2024,4,20,31,ALL,51.6,45.6,39.6
2024,4,21,12,ALL,129.44,113.44,97.44
2024,4,22,29,ALL,77.76,70.76,63.760000000000005
2024,4,23,2,ALL,61.12,50.62,40.12
2024,4,24,9,ALL,80.94,69.94,58.940000000000005
2024,4,25,10,ALL,41.0,35.0,29.0
2024,4,26,30,ALL,121.67999999999999,106.67999999999999,91.67999999999999
2024,4,27,14,ALL,91.76,82.25999999999999,72.76
2024,4,28,11,ALL,116.18,106.68,97.18
2024,4,29,22,ALL,53.06,43.56,34.06
2024,4,3,4,ALL,53.88,45.38,36.88
2024,4,30,26,ALL,65.42,56.42,47.42
2024,4,31,20,ALL,42.04,35.04,28.04
2024,4,32,1,ALL,68.68,60.68,52.68
2024,4,4,3,ALL,98.98,91.98,84.98
2024,4,5,7,ALL,100.08,89.08,78.08
2024,4,6,17,ALL,65.25999999999999,55.26,45.26
2024,4,7,5,ALL,95.3,82.8,70.3
2024,4,8,19,ALL,63.5,56.5,49.5
2024,4,9,24,ALL,71.34,56.84,42.339999999999996
2024,5,1,29,ALL,72.16,62.66,53.16
2024,5,10,19,ALL,75.84,64.84,53.839999999999996
2024,5,12,17,ALL,89.1,75.1,61.1
2024,5,13,4,ALL,58.34,53.84,49.34
2024,5,14,15,ALL,120.44,106.44,92.44
2024,5,15,14,ALL,131.8,114.8,97.8
2024,5,16,23,ALL,68.08,58.08,48.08
2024,5,17,12,ALL,82.96,75.46,67.96
2024,5,19,10,ALL,84.74,75.24,65.74
2024,5,2,30,ALL,88.19999999999999,78.69999999999999,69.19999999999999
2024,5,20,22,ALL,61.800000000000004,52.800000000000004,43.8
2024,5,21,25,ALL,80.76,66.26,51.76
2024,5,22,20,ALL,72.06,63.06,54.06
2024,5,23,16,ALL,96.24,82.24,68.24
2024,5,24,28,ALL,85.96,71.96,57.96
2024,5,25,21,ALL,53.68,46.18,38.68
2024,5,27,9,ALL,103.48,88.98,74.48
2024,5,28,24,ALL,100.48,88.98,77.47999999999999
2024,5,29,1,ALL,77.2,67.7,58.2
2024,5,3,7,ALL,139.98000000000002,124.98,109.98
2024,5,30,2,ALL,159.12,138.12,117.12
2024,5,32,8,ALL,54.14,46.14,38.14
2024,5,4,13,ALL,95.74,81.74,67.74
2024,5,5,6,ALL,113.36,103.36,93.36
2024,5,6,5,ALL,62.38,50.88,39.38
2024,5,7,3,ALL,134.54,121.53999999999999,108.53999999999999
2024,5,8,32,ALL,93.53999999999999,86.03999999999999,78.53999999999999
2024,5,9,27,ALL,64.76,56.76,48.76
2024,6,1,12,ALL,114.02,103.02,92.02
2024,6,10,18,ALL,82.98,72.48,61.98
2024,6,11,9,ALL,51.660000000000004,39.16,26.66
2024,6,12,1,ALL,65.58,54.58,43.58
2024,6,13,22,ALL,84.22,74.22,64.22
2024,6,14,31,ALL,58.46,50.46,42.46
2024,6,15,6,ALL,113.98,102.48,90.98
2024,6,18,10,ALL,76.24,66.74,57.24
2024,6,19,27,ALL,70.5,63.5,56.5
2024,6,2,5,ALL,85.62,72.62,59.620000000000005
2024,6,22,13,ALL,106.08,96.08,86.08
2024,6,23,30,ALL,142.44,130.44,118.44
2024,6,24,7,ALL,70.22,60.72,51.22
2024,6,25,4,ALL,90.0,80.5,71.0
2024,6,26,8,ALL,49.519999999999996,41.519999999999996,33.519999999999996
2024,6,27,19,ALL,74.18,60.68,47.18
2024,6,28,29,ALL,112.5,103.5,94.5
2024,6,29,28,ALL,89.72,74.72,59.72
2024,6,3,32,ALL,86.86,74.86,62.86
2024,6,30,23,ALL,78.12,67.12,56.120000000000005
2024,6,31,14,ALL,75.16,64.16,53.16
2024,6,32,3,ALL,102.82,92.82,82.82
2024,6,4,25,ALL,96.19999999999999,84.69999999999999,73.19999999999999
2024,6,5,2,ALL,96.46000000000001,86.96000000000001,77.46000000000001
2024,6,6,15,ALL,80.4,68.4,56.4
2024,6,7,24,ALL,66.6,55.6,44.6
2024,6,8,26,ALL,84.56,76.56,68.56
2024,6,9,11,ALL,126.3,116.8,107.3
2024,7,1,18,ALL,79.76,66.26,52.76
2024,7,10,23,ALL,73.1,59.1,45.1
2024,7,11,21,ALL,86.16,75.16,64.16
2024,7,12,13,ALL,48.239999999999995,43.239999999999995,38.239999999999995
2024,7,13,12,ALL,89.56,77.56,65.56
2024,7,14,20,ALL,65.84,58.339999999999996,50.839999999999996
2024,7,15,22,ALL,88.44,75.44,62.44
2024,7,16,29,ALL,62.919999999999995,54.419999999999995,45.919999999999995
2024,7,17,19,ALL,54.04,43.54,33.04
2024,7,18,1,ALL,66.39999999999999,59.4,52.4
2024,7,19,17,ALL,57.06,50.06,43.06
2024,7,2,28,ALL,89.18,79.68,70.18
2024,7,20,14,ALL,47.56,42.56,37.56
2024,7,21,11,ALL,111.5,100.5,89.5
2024,7,22,15,ALL,81.12,73.62,66.12
2024,7,23,10,ALL,71.26,63.260000000000005,55.260000000000005
2024,7,24,26,ALL,80.86,75.86,70.86
2024,7,25,27,ALL,99.96000000000001,91.96000000000001,83.96000000000001
2024,7,26,24,ALL,38.74,30.240000000000002,21.74
2024,7,27,25,ALL,80.04,68.04,56.04
2024,7,28,2,ALL,84.8,72.3,59.800000000000004
2024,7,29,16,ALL,75.86,67.86,59.86
2024,7,3,30,ALL,127.5,112.0,96.5
2024,7,30,3,ALL,129.04,120.54,112.04
2024,7,31,4,ALL,105.62,95.12,84.62
2024,7,32,5,ALL,36.96,30.46,23.96
2024,7,4,31,ALL,71.12,58.620000000000005,46.12
2024,7,5,32,ALL,96.84,86.84,76.84
2024,7,7,8,ALL,89.48,73.98,58.48
2024,7,8,7,ALL,68.64,61.14,53.64
2024,8,1,20,ALL,97.62,83.62,69.62
2024,8,10,5,ALL,78.82000000000001,66.82000000000001,54.82
2024,8,11,31,ALL,83.03999999999999,72.03999999999999,61.04
2024,8,12,15,ALL,95.22,84.72,74.22
2024,8,13,14,ALL,63.14,58.14,53.14
