season_year,iso_week,defense_team,opponent_team,position,points_allowed
2024,49,SEA,ARI,WR/TE,26.8
2024,49,SF,CHI,QB,22.2
2024,49,SF,CHI,RB,5.4
2024,49,SF,CHI,WR/TE,29.6
2024,49,TB,LV,QB,10.899999999999999
2024,49,TB,LV,RB,8.9
2024,49,TB,LV,WR/TE,20.0
2024,49,TEN,JAX,QB,5.1
2024,49,TEN,JAX,RB,19.2
2024,49,TEN,JAX,WR/TE,20.7
2024,50,ARI,NE,QB,18.44
2024,50,ARI,NE,RB,12.8
2024,50,ARI,NE,WR/TE,21.5
2024,50,BAL,NYG,QB,16.36
2024,50,BAL,NYG,RB,13.6
2024,50,BAL,NYG,WR/TE,23.099999999999998
2024,50,BUF,DET,QB,40.46
2024,50,BUF,DET,RB,41.4
2024,50,BUF,DET,WR/TE,53.7
2024,50,CAR,DAL,QB,19.36
2024,50,CAR,DAL,RB,19.1
2024,50,CAR,DAL,WR/TE,48.7
2024,50,CIN,DAL,QB,13.82
2024,50,CIN,DAL,RB,14.7
2024,50,CIN,DAL,WR/TE,30.7
2024,50,CIN,TEN,QB,11.120000000000001
2024,50,CIN,TEN,RB,29.799999999999997
2024,50,CIN,TEN,WR/TE,29.0
2024,50,CLE,KC,QB,23.76
2024,50,CLE,KC,RB,9.600000000000001
2024,50,CLE,KC,WR/TE,41.7
2024,50,DAL,CAR,QB,13.860000000000001
2024,50,DAL,CAR,RB,9.7
2024,50,DAL,CAR,WR/TE,28.299999999999997
2024,50,DAL,CIN,QB,24.76
2024,50,DAL,CIN,RB,20.2
2024,50,DAL,CIN,WR/TE,43.9
2024,50,DEN,IND,QB,13.46
2024,50,DEN,IND,RB,24.7
2024,50,DEN,IND,WR/TE,12.2
2024,50,DET,BUF,QB,40.48
2024,50,DET,BUF,RB,35.400000000000006
2024,50,DET,BUF,WR/TE,38.5
2024,50,GB,SEA,QB,3.62
2024,50,GB,SEA,RB,14.5
2024,50,GB,SEA,WR/TE,16.1
2024,50,HOU,MIA,QB,3.88
2024,50,HOU,MIA,RB,14.5
2024,50,HOU,MIA,WR/TE,20.8
2024,50,IND,DEN,QB,15.600000000000001
2024,50,IND,DEN,RB,7.699999999999999
2024,50,IND,DEN,WR/TE,30.7
2024,50,JAX,NYJ,QB,28.6
2024,50,JAX,NYJ,RB,14.2
2024,50,JAX,NYJ,WR/TE,76.6
2024,50,KC,CLE,QB,0.86
2024,50,KC,CLE,RB,17.6
2024,50,KC,CLE,WR/TE,14.400000000000002
2024,50,LA,SF,QB,3.98
2024,50,LA,SF,RB,7.5
2024,50,LA,SF,WR/TE,12.7
2024,50,LAC,TB,QB,28.02
2024,50,LAC,TB,RB,25.1
2024,50,LAC,TB,WR/TE,45.5
2024,50,MIA,HOU,QB,11.24
2024,50,MIA,HOU,RB,5.4
2024,50,MIA,HOU,WR/TE,23.299999999999997
2024,50,NE,ARI,QB,16.18
2024,50,NE,ARI,RB,35.6
2024,50,NE,ARI,WR/TE,27.0
2024,50,NO,WAS,QB,27.7
2024,50,NO,WAS,RB,18.0
2024,50,NO,WAS,WR/TE,33.9
2024,50,NYG,BAL,QB,36.6
2024,50,NYG,BAL,RB,9.3
2024,50,NYG,BAL,WR/TE,73.0
2024,50,NYJ,JAX,QB,18.46
2024,50,NYJ,JAX,RB,12.9
2024,50,NYJ,JAX,WR/TE,57.86
2024,50,PHI,PIT,QB,9.22
2024,50,PHI,PIT,RB,6.7
2024,50,PHI,PIT,WR/TE,19.4
2024,50,PIT,PHI,QB,28.1
2024,50,PIT,PHI,RB,13.4
2024,50,PIT,PHI,WR/TE,36.2
2024,50,SEA,GB,QB,17.56
2024,50,SEA,GB,RB,20.0
2024,50,SEA,GB,WR/TE,32.5
2024,50,SF,LA,QB,8.2
2024,50,SF,LA,RB,13.2
2024,50,SF,LA,WR/TE,15.200000000000001
2024,50,TB,LAC,QB,13.96
2024,50,TB,LAC,RB,4.5
2024,50,TB,LAC,WR/TE,28.6
2024,50,TEN,CIN,QB,23.04
2024,50,TEN,CIN,RB,24.1
2024,50,TEN,CIN,WR/TE,31.3
2024,50,WAS,NO,QB,10.84
2024,50,WAS,NO,RB,17.6
2024,50,WAS,NO,WR/TE,32.44
2024,51,ARI,CAR,QB,37.02
2024,51,ARI,CAR,RB,53.5
2024,51,ARI,CAR,WR/TE,37.300000000000004
2024,51,ATL,LV,QB,11.12
2024,51,ATL,LV,RB,15.5
2024,51,ATL,LV,WR/TE,13.0
2024,51,ATL,NYG,QB,6.5
2024,51,ATL,NYG,RB,14.1
