season_year,iso_week,defense_team,opponent_team,position,points_allowed
2024,40,WAS,CLE,WR/TE,32.3
2024,41,ARI,GB,QB,25.62
2024,41,ARI,GB,RB,20.4
2024,41,ARI,GB,WR/TE,57.0
2024,41,ATL,CAR,QB,32.72
2024,41,ATL,CAR,RB,29.0
2024,41,ATL,CAR,WR/TE,45.2
2024,41,BAL,WAS,QB,25.66
2024,41,BAL,WAS,RB,9.700000000000001
2024,41,BAL,WAS,WR/TE,44.2
2024,41,CAR,ATL,QB,12.46
2024,41,CAR,ATL,RB,65.9
2024,41,CAR,ATL,WR/TE,32.9
2024,41,CHI,JAX,QB,17.299999999999997
2024,41,CHI,JAX,RB,7.700000000000001
2024,41,CHI,JAX,WR/TE,54.44
2024,41,CIN,NYG,QB,11.8
2024,41,CIN,NYG,RB,19.7
2024,41,CIN,NYG,WR/TE,28.599999999999998
2024,41,CLE,PHI,QB,21.86
2024,41,CLE,PHI,RB,8.7
2024,41,CLE,PHI,WR/TE,46.0
2024,41,DAL,DET,QB,42.199999999999996
2024,41,DAL,DET,RB,49.2
2024,41,DAL,DET,WR/TE,57.8
2024,41,DEN,LAC,QB,13.68
2024,41,DEN,LAC,RB,29.799999999999997
2024,41,DEN,LAC,WR/TE,29.0
2024,41,DET,DAL,QB,3.2600000000000002
2024,41,DET,DAL,RB,9.7
2024,41,DET,DAL,WR/TE,28.2
2024,41,GB,ARI,QB,12.18
2024,41,GB,ARI,RB,16.6
2024,41,GB,ARI,WR/TE,25.799999999999997
2024,41,HOU,NE,QB,19.52
2024,41,HOU,NE,RB,9.7
2024,41,HOU,NE,WR/TE,45.0
2024,41,IND,TEN,QB,22.26
2024,41,IND,TEN,RB,19.2
2024,41,IND,TEN,WR/TE,31.200000000000003
2024,41,JAX,CHI,QB,51.08
2024,41,JAX,CHI,RB,24.200000000000003
2024,41,JAX,CHI,WR/TE,54.0
2024,41,KC,NO,QB,19.98
2024,41,KC,NO,RB,10.5
2024,41,KC,NO,WR/TE,34.1
2024,41,LAC,DEN,QB,23.84
2024,41,LAC,DEN,RB,7.9
2024,41,LAC,DEN,WR/TE,41.2
2024,41,LV,PIT,QB,23.1
2024,41,LV,PIT,RB,43.3
2024,41,LV,PIT,WR/TE,15.899999999999999
2024,41,NE,HOU,QB,18.18
2024,41,NE,HOU,RB,40.6
2024,41,NE,HOU,WR/TE,37.4
2024,41,NO,KC,QB,12.84
2024,41,NO,KC,RB,19.5
2024,41,NO,KC,WR/TE,49.9
2024,41,NO,TB,QB,25.54
2024,41,NO,TB,RB,50.7
2024,41,NO,TB,WR/TE,54.2
2024,41,NYG,CIN,QB,19.82
2024,41,NYG,CIN,RB,13.4
2024,41,NYG,CIN,WR/TE,27.5
2024,41,PHI,CLE,QB,8.42
2024,41,PHI,CLE,RB,15.9
2024,41,PHI,CLE,WR/TE,23.4
2024,41,PIT,LV,QB,8.879999999999999
2024,41,PIT,LV,RB,18.2
2024,41,PIT,LV,WR/TE,33.6
2024,41,SEA,SF,QB,24.1
2024,41,SEA,SF,RB,21.9
2024,41,SEA,SF,WR/TE,57.5
2024,41,SF,SEA,QB,12.72
2024,41,SF,SEA,RB,20.9
2024,41,SF,SEA,WR/TE,41.1
2024,41,TB,NO,QB,22.720000000000002
2024,41,TB,NO,RB,18.400000000000002
2024,41,TB,NO,WR/TE,33.0
2024,41,TEN,IND,QB,13.86
2024,41,TEN,IND,RB,11.4
2024,41,TEN,IND,WR/TE,38.9
2024,41,WAS,BAL,QB,18.72
2024,41,WAS,BAL,RB,25.4
2024,41,WAS,BAL,WR/TE,49.599999999999994
2024,42,ATL,SEA,QB,17.78
2024,42,ATL,SEA,RB,24.2
2024,42,ATL,SEA,WR/TE,37.699999999999996
